MMT,CNF,Gelatin,Glycerol,TransVis,RR,TensileStrength
1.252047184,62.97368923,34.30498357,1.51728215,85.62230172,0.228257292,68.2145684
8.339526839,35.98042817,47.09625819,8.65996011,71.49161054,0.690994323,54.96688687
20.52901279,39.64171369,26.88189108,13.02880122,77.29496758,0.742663693,37.82984865
54.10642749,10.32376729,34.04943817,1.458626701,48.29527434,0.820347164,65.52767336
42.89701496,35.28369546,3.298413465,18.5310686,75.22179696,0.612426729,66.24819783
47.87574965,3.965189465,40.3418841,7.817844564,65.17179649,0.762715852,20.2640957
7.776521293,59.12261115,27.07720427,5.992369853,84.71043472,0.280842626,140.3076498
23.20842652,37.35931134,34.49748666,4.976266046,79.25475945,0.744421878,64.70472289
4.411925281,41.12433062,2.982677856,51.48471554,85.70861706,0.206020566,12.63061238
68.76186771,7.740221936,19.14522529,4.244129733,32.79761244,0.890896772,52.88898458
64.23522156,1.843563361,21.29650737,12.72139351,48.2648345,0.828738533,54.64046561
8.324535018,35.98061784,46.94563808,8.582097448,71.46181644,0.63747704,54.96317177
33.0186018,34.96241788,4.501282095,27.38941587,80.96865687,0.655036612,30.42224892
40.05202555,29.64953636,10.09938428,20.17057343,76.28128515,0.753780192,42.1076826
1.784511881,38.85941025,29.31101064,29.95670581,84.86068536,0.04917005,41.00558868
7.537860533,43.04101621,12.93714578,36.40188419,84.08275126,0.379914889,21.78549123
1.242957118,48.87179016,24.91151597,25.05792195,82.2910977,0.116347073,7.950566418
60.87031036,14.40159612,11.65140356,12.91586031,30.08977308,0.943205195,46.12648647
12.32719087,43.47073938,30.62039602,13.51776073,79.69449348,0.671452755,73.70475755
32.84980555,27.49728603,20.36143193,19.21440706,75.84825325,0.642739612,41.56306352
38.90307019,19.84343147,37.68175889,3.411094773,69.88950264,0.706067538,29.42629298
13.81173634,36.91314742,30.57515907,18.6587953,81.16581407,0.687020654,43.04631998
12.32104948,43.59616678,32.73483231,11.40814637,82.61715854,0.577463889,125.337674
5.240609538,50.40238206,22.48160274,21.80009718,84.07203228,0.370675351,20.93634609
17.70793724,29.44521515,49.22007939,3.545829661,80.56008002,0.788926298,21.97917435
64.23359859,1.756432393,21.25595624,12.68896758,28.34368257,0.873263258,105.4144455
1.711046917,38.92966186,29.43673809,29.98018156,84.92235742,0.092173166,40.95828798
11.16341061,56.71018494,26.44687068,5.794217184,84.3563135,0.563985179,33.27570642
56.74530352,28.41509048,4.93279495,9.87246008,82.56327881,0.809059131,49.82546121
2.359171649,57.83877177,3.431147224,36.40561291,84.54142763,0.856127057,19.3385875
5.077368307,42.5697156,44.33375443,8.076638113,73.8127707,0.32729543,102.5202638
3.279107749,63.46883946,28.56575939,4.706387303,80.27737755,0.152290246,138.9745363
4.466538507,58.87717535,35.34591888,1.281533166,84.72972903,0.212992701,81.68179394
22.74141764,34.13888374,3.503348818,39.61491043,82.14108528,0.687927719,25.78834692
33.02028878,23.77508599,34.18898347,9.066493982,77.46945425,0.617501912,54.86333249
26.41958595,33.05649586,28.7176338,11.86236712,81.11906812,0.754915597,86.55055027
4.463616568,41.14029044,2.993616556,51.40096418,85.70032491,0.170683474,12.567994
39.16182095,13.40983079,32.03820452,15.33498942,67.89320923,0.87460296,53.19606412
1.4293413,33.23408025,1.96999162,63.366961,86.41936825,0.30714198,6.664036758
8.45084424,49.9435477,28.15043365,13.44719114,80.15713999,0.575980986,65.47190803
42.85406685,35.2320354,3.30946448,18.54039891,75.04324418,0.84391524,66.24628383
9.155008024,51.78343637,36.01124761,3.222426473,84.60164719,0.501763346,54.64685487
35.60772558,29.5977235,8.568322193,26.29807941,54.42197159,0.818482839,32.42837358
37.65260394,5.573851484,46.81811362,10.01300997,65.31858228,0.757540959,14.44208616
3.257926197,47.74796439,41.28969939,7.633895132,74.81288539,0.068630248,129.3358179
43.79909018,21.89900246,33.42436289,1.040489849,66.35097059,0.783888207,21.31872735
66.53414137,13.04824854,14.06593926,6.334700779,37.08231123,0.892514594,132.8713339
2.324448179,57.87553584,3.38996055,36.44250952,84.64135769,0.80443176,19.4342618
12.30411789,43.51784149,30.68221442,13.4772565,79.65521452,0.746266609,73.80079456
51.2324335,27.89773534,19.26767619,1.573418287,70.09242836,0.866452671,41.13508768
3.481108108,37.08226357,52.08939238,7.273663127,76.61760539,0.193246361,63.14533871
39.06913071,19.88747685,37.88219372,3.505370115,69.79130014,0.650579943,29.52341611
3.202456993,32.69059349,51.67262469,12.34581207,73.57685875,0.306617562,47.21288813
1.090602184,70.14587684,19.29748501,9.593698271,86.14080935,0.661352106,76.1965325
64.22075162,1.790789748,21.34001254,12.67450606,28.31335148,0.808689321,105.5282697
33.04450884,34.96045034,4.549977474,27.53054555,81.019588,0.650223478,30.43481664
10.1078726,42.87857932,45.03928954,1.905533215,81.71201941,0.70948515,38.08432674
64.29828678,1.753134203,21.27185285,12.71126554,48.31972137,0.935790277,54.67617932
35.55051072,29.61494523,8.632310886,26.24527988,77.80924362,0.605337807,12.4568082
5.121957443,50.40384513,22.47614571,21.8174958,84.17688057,0.366528153,20.92392837
64.2544425,1.815409377,21.29262973,12.64740335,28.35895519,0.888959304,105.3573798
2.551133801,47.39699337,26.13975834,24.07007378,80.43511051,0.384259077,45.32884107
66.54954344,13.08090311,13.95497085,6.431349994,37.22673034,0.889431898,132.8946279
71.61601858,1.975268977,24.97496289,1.449381479,37.08997566,0.911915035,49.89638737
26.37374833,33.0764214,28.51416788,11.87025499,81.14596737,0.62048302,86.60016257
5.013174006,34.41344115,1.304611466,59.40412879,79.9691062,0.25456754,5.106896269
1.971528802,61.77725879,14.24224281,22.15234259,84.70448358,0.049760479,52.76271096
10.10587888,52.00185966,19.85118973,18.10644352,80.9467251,0.443355858,51.66533796
36.15894313,34.59946115,11.87302876,17.46504742,78.94725935,0.780053866,103.4693951
1.87707236,40.01010422,14.15408554,44.14521387,86.00304431,0.102563655,24.90087787
12.31970775,51.25668417,32.43333361,4.07259421,80.08045805,0.708059929,73.76771694
35.52325564,29.66685452,8.488607545,26.18796239,77.84213738,0.477369848,12.3060979
41.78869474,26.86359102,10.92114463,20.4600642,77.30072466,0.672029161,73.74395051
19.73920475,32.67609157,29.81665207,17.81212738,78.52962387,0.539323084,49.04459837
1.543030652,53.67489675,18.2040077,26.5887119,81.98443862,0.149606307,14.56298257
47.79565078,3.912187836,40.34971838,7.860338162,65.1849725,0.707671784,20.1944937
40.27835522,26.66536688,30.38692424,2.679620749,76.41595929,0.759204865,45.57532764
40.29594387,26.62805602,30.49543433,2.689428821,76.45271316,0.746709606,45.56795437
47.76347252,32.04759145,4.057414545,16.07574608,80.9273642,0.68256856,54.3338526
33.74026841,12.85157125,52.01686754,1.447033181,69.40375571,0.755020315,14.41027594
24.9616962,38.2883417,13.82099252,22.93329245,78.24071382,0.759511186,54.00947351
46.74231598,11.01302206,26.31839832,16.06437213,56.58262847,0.935269851,58.07143968
15.37342882,38.90351244,2.313548785,43.38221295,85.84404337,0.562132654,20.92514652
52.08236904,26.98326665,1.924400843,19.13731204,67.96442999,0.743149273,34.82414214
47.82288241,15.46963559,14.72856806,22.09244549,66.89857326,0.676470284,43.14917859
65.02393349,2.91269029,17.63239092,14.47088412,21.40675557,0.987368898,95.80980824
22.82210548,34.13831421,3.393999222,39.59193498,82.17888153,0.755605468,25.75232198
32.83400947,24.10855837,41.83822347,1.292626923,70.81049414,0.852454414,60.4406708
71.69606639,2.131021412,24.98822901,1.434091727,37.12949923,0.980456103,49.85386469
39.20787751,13.41478132,32.01728352,15.31187314,67.94021019,0.842128428,53.25330897
1.336135306,63.02887535,34.26973416,1.439918423,85.4693647,0.147524725,68.34251516
11.0845172,56.75250414,26.49866731,5.67957033,84.39652843,0.489236663,33.254483
1.671728566,38.90213636,29.33613101,30.00474236,84.83783264,0.1842927,40.97142337
64.77784759,15.52691819,18.0747284,1.401318436,33.3109892,0.876660831,136.8870301
12.15623738,51.31696685,32.43485183,4.170880313,80.10502913,0.558284039,73.72325567
39.70578013,33.98661537,17.28940437,9.068150069,70.68343181,0.750124022,65.88389477
1.624949651,33.7879866,60.80426655,3.763140312,80.70023345,0.121101175,30.27675252
5.796823876,35.97902836,1.197844633,56.92647148,84.55336404,0.315230196,7.879858697
17.73042293,29.56027013,49.16802137,3.639117266,80.70826239,0.685608915,21.86201102
1.78431595,38.920603,29.37049162,29.96105857,84.88681221,0.146490868,40.97554182
5.775605692,36.04352975,1.152789207,56.90931631,84.60025441,0.18419063,7.890750439
33.02693694,34.92152654,4.607686265,27.41536815,80.98645952,0.694226808,30.40382679
35.42203829,37.86137882,6.673351356,20.14950905,83.11302911,0.735623351,85.44523215
1.310530599,48.85159242,24.83953338,24.90846342,84.22774043,0.188087661,28.84965153
58.95824189,5.895580562,33.2616428,1.958599062,51.24620569,0.823201743,107.761458
54.13057813,10.39169946,34.05890957,1.347094788,48.30540446,0.834823201,65.52462143
46.85497917,19.42461041,32.16099216,1.674662531,56.63803506,0.902035218,89.73028944
40.32476143,26.68929729,30.44702935,2.745577041,76.49612311,0.578748493,45.64954712
34.5850088,34.20703191,27.75900387,3.430732778,75.17848479,0.657225607,54.7851394
13.88846088,36.96282832,30.58820379,18.56568418,81.14535662,0.608921072,42.9819329
1.07137545,70.16314674,19.27933783,9.561246313,86.17660213,0.643702073,76.194647
9.023916811,52.13298298,14.37461741,24.6828865,81.29528781,0.461070021,42.61166297
50.2922067,9.978120087,38.13988845,1.618733902,63.3451469,0.679511462,34.9873959
35.58709014,29.58538116,8.567065411,26.32124923,54.55641817,0.914780538,32.40347959
13.88007364,36.97252422,30.51700821,18.6073858,81.11021851,0.632388578,43.05775254
46.7710867,19.42073861,32.20030632,1.637820861,56.63761778,0.89981524,89.72778407
33.69455631,12.70670354,52.16730151,1.426489037,69.56437017,0.774052604,14.34076257
50.21515909,9.99175844,38.12003118,1.576036413,63.30102653,0.665074115,34.95503671
32.8135345,23.99861016,41.84551088,1.340941112,70.72860797,0.795228291,60.51329946
4.354499151,41.1591181,2.886975914,51.43501383,85.70853443,0.197760577,12.44851454
38.66142335,3.888693044,51.0964155,6.340406721,67.70189782,0.737426106,81.61394044
9.176031361,51.82559286,35.93768047,3.163658021,84.48519604,0.529739935,54.65097105
34.59635892,34.25925872,27.75676558,3.530088189,75.23710189,0.688718056,54.60643273
1.46883664,55.80636361,14.28374482,28.48156087,84.82060616,0.266092337,41.20849307
10.2207109,51.96639131,19.8813797,17.98315203,81.07598241,0.42578184,51.75644615
4.48061471,48.01292085,14.29462289,32.97521918,83.95151028,0.221832277,33.66838779
63.45836059,12.16138607,4.391514374,20.09983949,67.52260343,0.724163872,30.56128491
66.1308596,15.44181984,17.06433261,1.408393485,70.30964443,0.890849628,65.33397952
3.20093633,32.8166478,51.62648387,12.34470485,73.70736668,0.362760478,47.28495197
5.407046309,66.08524453,9.471512864,18.94038988,85.36559046,0.210226968,52.60962955
3.230110593,32.70506235,51.70433713,12.37331487,73.65594252,0.358239494,47.23523285
46.87939213,19.39249336,32.16496125,1.534194939,56.57226461,1.012052743,89.68848694
1.3205566,62.92623379,34.24575863,1.440220273,83.59512635,0.314704518,40.393455
66.11112211,15.40713203,17.03730564,1.477464012,70.25961406,0.957847816,65.50507467
1.077473333,70.1174109,19.2211636,9.62125771,86.06176406,0.553305347,76.20968764
71.6765242,2.013924552,24.99692604,1.431351344,37.02562011,0.958778545,49.9469006
8.967569781,45.47170293,36.46469135,9.110103684,82.93966288,0.565587545,125.995563
49.37296946,11.13529158,16.5414605,22.95541132,33.73004483,0.792627275,31.66916913
47.82783497,15.53334103,14.6765862,22.10852773,66.89422026,0.638292258,43.2831799
2.218399531,51.11604317,37.68404113,9.077469849,78.73720257,0.266859479,43.07884175
2.410289596,57.86560863,3.391280526,36.30398301,84.59089952,0.81468159,19.34412686
15.35724699,38.86014739,2.419820491,43.38569715,85.74652613,0.557670803,20.82503533
1.30425582,48.86125016,24.86735737,24.93351846,82.37768874,0.012242448,7.879411464
51.28375585,27.96574969,19.27518927,1.497235969,69.25864115,0.748136518,43.46429679
6.362176251,35.34878765,45.95266109,12.38972531,71.76548736,0.49818093,77.12815141
45.37423026,1.728058318,51.23252159,1.482073989,61.54018822,0.863884716,107.7786307
15.52149158,43.47346381,36.18386862,4.805414828,78.1945544,0.693787962,40.29972722
51.22357332,27.94357195,19.38118741,1.574177176,69.21586768,0.707250114,43.53663498
68.77458294,7.947736783,19.19626953,4.295347419,32.82386137,0.850040146,52.66592214
56.87634749,28.3881877,4.890253775,9.817260748,82.56588202,0.758118806,49.96295487
4.578675248,48.10418251,14.28049367,32.99387588,84.00520261,0.124619879,33.69099814
50.19603153,9.949673501,38.04687554,1.596721785,63.31090099,0.668860059,34.98949606
1.558407752,53.63750949,18.1907984,26.65258192,81.94532781,0.127796718,14.59829006
49.38928866,8.302937185,23.40338713,18.99008049,66.86514333,0.981139364,84.08303016
1.350604423,48.78066759,24.78145497,24.96747053,84.38909227,0.197699965,28.83323741
23.79152881,41.44922211,33.41171125,1.391374683,81.01701881,0.766764793,23.15005116
1.144595597,70.1222174,19.25322472,9.594464161,86.108138,0.679551951,76.16233046
19.77130292,32.53073551,29.81301646,17.81689368,78.40041247,0.458922559,49.12022282
5.804068669,36.08675943,1.173770185,56.96423813,84.60811191,0.271555801,7.932995521
71.63181427,1.975241858,24.98707475,1.45084538,21.24389625,1.143770531,92.07167917
3.29230777,47.71120401,41.43646264,7.674052861,74.81618857,0.138977872,129.2885097
40.72592861,35.63019089,15.0417727,8.503757821,76.76194652,0.602101841,47.72999932
38.90082834,19.88911739,37.79417312,3.440402938,69.85464066,0.65235447,29.51966628
8.996267975,50.84382164,11.61429333,28.45712641,86.015094,0.250975665,39.64584827
13.91631415,37.03878704,30.64103311,18.52380938,81.15742825,0.670248973,43.09680272
1.317850684,43.92056647,4.873311591,49.85569075,86.75673072,0.789888688,21.65322445
9.154394982,51.83416659,35.89517044,3.148143753,84.59151327,0.526480878,54.64300363
46.74671859,10.85511825,26.27409413,16.06328075,56.47750298,0.943265769,58.02538249
58.48456964,3.197350094,24.14241593,14.27015022,34.36946737,0.911632612,67.62410672
34.52618726,14.63928672,45.87143023,4.872195966,67.12422344,0.765166063,38.53606978
37.68769262,20.87366367,11.38514335,30.0618249,75.82332111,0.624943209,38.04171575
13.82725099,36.94747022,30.60990278,18.63115036,81.12966941,0.687338718,43.11040181
1.808334734,38.97130881,29.27059884,29.95038749,84.89409932,0.11057388,40.99610878
7.774797798,46.68588856,31.6853386,13.81454884,82.57266063,0.487676788,112.0681967
71.61792376,1.998936889,24.92718436,1.403745534,21.30805305,0.959301694,91.99348129
52.05886843,26.98557934,1.939690319,19.12855049,68.03626755,0.816432539,34.75595182
1.854724962,43.28405184,22.36137619,32.31417007,85.01936348,0.954437324,37.51647162
6.393378808,32.16041669,59.52908606,1.930444496,82.47443565,0.621661196,10.29267405
8.968703751,45.47468442,36.48815585,8.933773418,83.05474121,0.552795932,125.9390306
1.635886894,53.58282606,18.27089786,26.6209233,83.09410324,0.080690408,27.97927736
68.66305663,7.842441592,19.18100237,4.273947564,32.79446204,0.934357579,52.77826193
15.33379303,38.83794499,2.394490889,43.39602701,85.74219323,0.510781016,20.94380458
5.941412076,38.7517294,31.89945512,23.41120864,83.70434416,0.512482056,58.66004896
12.34800245,43.3942863,30.73904972,13.44372274,79.58097148,0.745185808,73.73159453
2.291030208,57.81032123,3.522438879,36.3506261,84.63669766,0.793899028,19.39794716
1.545604003,53.61943584,18.26517144,26.648176,81.91598456,0.11730958,14.62580236
51.21668581,27.94616305,19.27952714,1.560600409,70.04978987,0.889103068,41.22553616
71.66241854,1.953943395,24.92182433,1.449803298,37.00616279,0.846328182,49.80955945
46.71677526,10.87786944,26.31891521,16.07081852,56.49918487,0.908900391,58.00247336
56.8355509,28.39159506,4.849531596,9.838915881,82.61489747,0.788596515,49.8420704
28.23248432,29.17287567,14.49153902,27.88573896,75.30364405,0.81336466,40.25159315
50.31943924,9.939770065,38.14771949,1.608969612,63.30096686,0.730186158,34.95342695
64.26364377,1.743100723,21.27849855,12.67477678,28.31835512,0.897215974,105.3172817
37.56190994,5.57187875,46.76139576,9.971147044,65.30837306,0.936919237,14.43620506
4.511670189,58.87707601,35.37592972,1.332974053,84.6842014,0.035643938,81.68641803
34.55938555,34.23065006,27.70973916,3.408604688,75.16637377,0.689947868,54.62640819
1.921560143,61.90800102,14.27245306,22.06643519,84.61524948,0.090740855,52.74553858
1.515008931,53.54075595,18.20347281,26.62723388,81.95826532,0.090741297,14.59789553
1.3706906,53.38702183,30.43125804,14.8806851,83.20765891,0.135402562,67.88823839
23.1916802,37.41856359,34.43194221,5.001184287,79.22510207,0.707282706,64.67948521
10.06523015,42.89498612,44.9972121,2.055197076,81.81691446,0.69842587,38.11916254
8.289692618,34.23081156,3.371403785,54.14243345,78.44103077,0.614404665,11.75593789
38.92453871,19.796161,37.77969017,3.481373562,69.85169465,0.73447208,29.62009296
9.056309603,50.72621681,11.68457207,28.61316263,85.95898854,0.373694895,39.77634026
54.15304872,10.29304401,34.04468813,1.461354824,48.30132289,0.838631178,65.59571061
30.31800063,29.63387243,10.36967226,29.7671414,76.18929621,0.660316272,28.15757789
1.907440066,64.69345926,22.39005674,11.16139914,79.13343235,0.253631281,22.84398157
15.47349806,43.47749105,36.15833831,4.807599224,78.28177253,0.750795787,40.36193422
27.19371099,35.35008611,11.43883842,25.94574179,75.55402799,1.059003891,37.91290145
52.90785277,15.52763766,28.68852759,2.875671949,43.22611568,0.701568086,56.15811767
2.518927785,49.17791934,15.04158294,33.06540911,86.3549482,0.206308507,45.29989857
62.76970943,22.49417424,10.99950596,3.634085667,35.38113133,0.72882673,113.6178958
2.380773556,57.86201897,3.459722449,36.43912168,84.62396785,0.766102804,19.38726802
13.90007194,37.01930206,30.6016314,18.59585261,81.13655908,0.665575156,43.00079834
44.10663367,11.68331367,33.78846584,10.54815044,52.29120956,0.772481943,37.26084081
2.48807132,49.1870774,15.11200983,33.1413621,86.43901259,0.122842532,45.24660918
6.008325702,38.70599161,31.87569423,23.45767837,83.65215408,0.419741997,58.65062834
2.397163348,57.89082071,3.470329668,36.31788237,84.59167357,0.716505232,19.31142162
1.677187883,33.84990657,60.74980075,3.732291048,80.79446065,0.04699461,30.23122254
22.81014418,34.05532781,3.393132376,39.66399334,82.20798342,0.717178544,25.71925091
52.89152842,21.48262593,16.21144599,9.390441444,53.59280834,0.990983587,78.28643262
27.18767938,35.41244847,11.52091408,25.87782174,75.63423677,0.840355883,37.84793838
18.86873553,38.59615903,6.129275335,36.51144321,83.34636827,0.708907472,32.41520221
1.796423758,39.85503324,14.23105846,44.12983599,86.01680221,0.086708976,24.79804139
4.535140998,58.88271016,35.37598814,1.28089812,84.67464731,0.072130722,81.80264779
47.50948081,18.70855961,15.08626614,18.65638124,66.80205528,0.717058292,67.7883544
46.83043172,19.42111331,32.13726327,1.614877429,56.59167974,0.85599337,89.73724064
24.20518889,33.58190139,20.064593,22.28726607,74.51235433,0.695562405,90.27983357
28.32446307,29.12980014,14.54622325,27.93084403,75.27441083,0.732697539,40.29870597
8.989275656,52.08458336,14.22998562,24.57840495,81.40467493,0.482699082,42.74404086
45.50585307,1.834977121,51.28317516,1.536062304,61.59715131,0.663428394,107.7331326
43.68966305,21.73821602,33.4912869,1.099638488,66.35842617,0.708003506,21.37380414
13.91522815,37.01407256,30.55415416,18.53847245,81.0583742,0.643559017,43.06618331
11.00357713,56.78197819,26.37063686,5.73036999,84.33354575,0.516271662,33.33201438
55.03871713,14.97295934,11.36542664,18.62296151,44.94025751,0.919862198,56.57164809
1.442760928,55.73206376,14.25395195,28.47324795,84.7592,0.250325509,41.1397247
12.25722122,51.25690847,32.35779058,4.104274862,80.04527414,0.607032537,73.66112135
4.467321984,41.16099726,3.017444478,51.45646145,85.76158616,0.320414973,12.52363268
38.42016853,31.07883448,9.228875318,21.28046153,78.26869953,0.784068987,51.29113222
17.7233997,29.5049123,49.1754438,3.556567284,80.70376839,0.669165065,21.841856
44.1053538,11.74833688,33.69780036,10.48145906,52.27509968,0.764025435,37.34654394
27.2410411,35.47319054,11.47447699,25.87307393,75.56864704,0.794530872,37.9286084
43.76805021,21.69797966,33.45455981,1.13478217,66.41150151,0.781209242,21.37413353
49.23026211,8.379235278,23.36958124,19.0732753,66.8888145,1.024230239,84.05281283
7.803028297,46.81569166,31.66127866,13.75298864,82.675993,0.556750792,112.0009242
1.462107635,38.93766181,38.82108325,20.96157326,81.95891122,0.215463108,11.35533938
5.211364835,50.42275994,22.50015198,21.89820561,84.04161184,0.360163683,20.90581724
1.330368889,38.86853745,38.76611835,20.94662316,81.95877279,0.222923421,11.33679624
45.42543312,1.756167559,51.21295574,1.495794929,61.53931904,0.66633505,107.7237938
42.63752424,2.28695872,40.97002925,14.00359857,66.18126119,0.047825164,39.13897143
35.63163674,29.54622968,8.546416114,26.3844261,77.85646024,0.590052806,12.37729734
46.58185605,10.9409587,26.30187564,16.02569384,56.49820106,0.909550202,58.02913123
1.827718906,64.76440997,22.42749368,11.11032508,79.12236683,0.149828013,22.76179537
5.134162032,50.46546542,22.60456418,21.87975717,84.1062952,0.327200293,20.99137724
1.311022329,48.76344655,24.96580434,24.95559109,82.33709108,0.12714799,7.804618961
1.294249973,43.9199329,4.856017003,49.9090592,86.69906218,0.759964032,21.7276659
66.11170144,15.42540224,17.04219312,1.444273188,40.35835113,0.360113374,51.31333576
68.78308646,7.868593597,19.19767151,4.193370887,32.84386898,0.875932595,52.69218057
35.51677675,29.50891913,8.560887511,26.22788387,77.84831221,0.57779795,12.41693995
50.2609035,10.03057473,38.09336063,1.620728537,63.23060177,0.729961569,34.9397683
40.92630416,23.34809227,8.588842388,27.23357598,80.72153189,0.646304552,74.08570387
17.6890891,29.44385849,49.21154188,3.649809969,80.71075571,0.656755577,22.04371761
58.38089313,3.209010781,24.11151431,14.39776129,34.45485174,0.952769221,67.61227438
47.45588096,18.67743627,15.05829705,18.68263813,66.8759782,0.688466513,67.78594136
30.29850172,29.51108506,10.32493058,29.75787551,76.16764959,0.670168423,28.17681843
6.307288516,39.72914236,1.31917149,52.63077696,85.49037087,0.642204783,6.637182027
8.253256969,34.19122907,3.324763854,54.19166409,78.3227002,0.529062225,11.75065358
45.39511619,1.775463221,51.38414771,1.47991964,61.5987034,0.820068556,107.8249387
2.15423796,51.1588638,37.61113198,9.188264023,78.7252961,0.32076787,43.04170907
27.15649543,35.44044942,11.51682722,25.88307857,75.61879275,0.854308504,37.82697561
28.19226551,29.17335299,14.5376759,28.00312712,75.30432457,0.72702308,40.21100264
9.547298227,38.91824703,15.40968584,36.03321839,75.55838587,0.539185085,12.01156626
33.03769904,23.75948218,34.15911859,9.040202927,77.40416155,0.716613096,54.86966565
3.276399527,47.88676323,41.39252518,7.600683005,74.84008714,0.139007421,129.3220945
47.85119143,7.069900816,32.3181608,12.61082766,56.81846603,0.892363754,47.05471479
39.17724265,13.47988517,32.09023575,15.3306121,67.91965835,0.916408117,53.25338306
6.400627081,39.74192134,1.325855467,52.594959,85.54019083,0.636373739,6.663710832
64.19721953,1.839006361,21.36720206,12.7180818,28.31835179,0.928222389,105.3826125
51.90023393,20.44070679,18.50692523,9.190423342,41.55540694,0.592366595,34.90012324
49.50908102,11.18851562,16.47225784,22.91267084,33.77819669,0.771981064,31.6491793
38.45086525,31.08211528,9.212407089,21.19732769,78.2722201,0.761797702,51.20831098
38.34262047,31.04562459,9.287872548,21.25786383,78.26632883,0.809278905,51.270353
38.57694664,3.94617643,51.07605103,6.418328493,67.67166563,0.766615818,81.52093822
38.91084564,19.85033043,37.7067393,3.448693531,69.8065898,0.729744584,29.37317883
5.526628421,46.34012873,12.16164785,35.94504925,85.63576743,0.216151614,34.40251102
5.544058973,46.31185561,12.17299037,36.04095141,85.71200027,0.246447042,34.49814758
32.84084497,23.99849578,41.83162371,1.289486484,70.85280612,0.825314708,60.47227152
2.536996638,47.37292086,26.0191047,24.06498367,80.51767814,0.308437717,45.38192767
1.370148281,48.66622219,24.82635845,24.95084109,82.26325657,0.100084577,7.868001008
54.98604336,15.02038239,11.29234572,18.54569269,45.04861076,0.879157511,56.46871
59.96202096,20.38345778,17.2327158,2.331907019,30.06234526,0.802130399,82.72906734
13.8318094,37.01305234,30.61866122,18.55497284,80.98886532,0.724308688,43.00108195
9.029204462,50.88964514,11.60324311,28.49069777,86.01980674,0.354576609,39.58453455
9.497389031,38.76197131,15.51574779,36.04331645,75.63143321,0.470380244,11.99615857
5.198300757,50.49168971,22.52575338,21.85363315,84.0415012,0.216468252,20.85647895
32.84490613,27.4041012,20.473244,19.28678313,76.00194985,0.733486145,41.686748
2.055632487,61.70653329,14.18835133,22.11329633,84.68835096,0.126777654,52.80189459
11.13231837,35.38259828,34.03684127,19.37643107,76.82749126,0.771730188,67.56020427
51.19626015,27.88169798,19.35298839,1.549459612,70.00325598,0.790755747,41.26770985
57.67038989,5.171911191,24.00009003,13.26206763,43.12438228,0.945762738,59.76112998
51.72602071,20.34340171,18.58595937,9.116057861,41.52167488,0.643711415,34.95127427
52.04046363,26.89195024,1.944539698,19.11121205,68.0390476,0.818613858,34.84202042
41.81568197,26.92744098,10.75140294,20.39276767,77.33002189,0.637062121,73.66356206
35.62316881,21.82976135,17.4929559,25.15884108,72.85149487,0.761822564,30.39174509
26.38376741,33.1063314,28.70230363,11.9265558,81.08112964,0.680378642,86.59164414
58.37529439,3.220507231,24.15874192,14.20402885,34.49501121,0.900679047,67.66636317
37.62656427,5.578043374,46.7223375,10.07880693,65.32200386,0.848001497,14.3829416
1.825913362,64.71981991,22.31744859,11.16810787,86.64805053,0.872601846,43.01359582
32.88342302,24.08707345,41.86232013,1.278484848,70.79104273,0.818673797,60.42616781
63.51091086,12.12817149,4.371886495,20.10875986,67.35728362,0.762366203,30.49088256
42.91919789,20.43206879,34.4636488,2.170094604,67.67216585,0.852210776,69.74479697
50.26813822,9.970131472,38.1435189,1.652196333,63.40941392,0.74521542,34.91092429
13.98643008,37.01743308,30.5674712,18.49588034,81.0845891,0.641936872,43.04116273
24.03773699,33.50950903,19.95751991,22.32614474,74.61042387,0.605044631,90.36035417
52.71715964,6.573432613,34.87664565,5.89887098,42.75320344,0.86962921,17.2088355
33.71639811,12.85855214,52.07673467,1.328579391,69.35397887,0.70433019,14.36001262
12.34337777,38.59249656,35.68447613,13.34110274,77.30377705,0.708251793,96.71139405
1.675746515,33.83608881,60.79166072,3.652815371,80.66953479,0.18757659,30.31553692
9.060102765,52.10556668,14.30040247,24.58883308,81.320276,0.43674674,42.70573841
47.71167316,32.08057795,4.054801321,16.11234276,81.08112092,0.717684039,54.3665954
51.28846888,27.86428678,19.31882769,1.523726483,69.21630667,0.668256269,43.49197456
33.04490126,34.94639234,4.596988891,27.53919473,80.97923674,0.692533069,30.33185362
27.29038226,35.41424829,11.45027898,25.88391909,75.61038203,0.855132005,37.91429749
36.07886409,34.57878968,11.85066719,17.53938892,78.99689618,0.770896444,103.4828058
52.16559486,27.03628595,1.917507512,19.01880375,67.95143603,0.801815213,34.81876858
35.65346927,29.62940752,8.504548493,26.31854852,54.5033955,0.922620557,32.40496346
1.849664001,61.76662453,14.24077856,22.10713191,84.66618068,0.081970995,52.75315145
1.130607652,70.13637929,19.31640954,9.492458867,86.08897698,0.561956857,76.21655972
1.435827324,33.27942946,1.916426302,63.39498621,86.32881515,0.405213308,6.694454924
7.798239418,46.78370366,31.60441913,13.73503067,82.61137249,0.451215087,112.0253883
71.61984326,2.064175829,24.95154992,1.38423814,37.07670148,0.983817177,49.86699212
43.53580874,37.56764886,6.027065786,12.84125235,71.36352487,0.789953712,107.8825831
2.576358392,49.11176562,14.99925325,33.17263767,86.37964903,0.175280064,45.25413848
